"ClaimID","ClaimSize"
"CLM55762","100K-lessthan200K"
"CLM62936","lessthan100K"
"CLM54081","100K-lessthan200K"
"CLM51327","200KandAbove"
"CLM52795","200KandAbove"
"CLM65903","100K-lessthan200K"
"CLM66820","lessthan100K"
"CLM52276","lessthan100K"
"CLM52578","lessthan100K"
"CLM67502","lessthan100K"
"CLM54029","lessthan100K"
"CLM58973","100K-lessthan200K"
"CLM64319","200KandAbove"
"CLM51997","200KandAbove"
"CLM59826","lessthan100K"
"CLM60832","100K-lessthan200K"
"CLM66178","lessthan100K"
"CLM51981","200KandAbove"
"CLM51604","lessthan100K"
"CLM67959","lessthan100K"
"CLM61398","100K-lessthan200K"
"CLM52710","100K-lessthan200K"
"CLM57081","100K-lessthan200K"
"CLM62806","lessthan100K"
"CLM64907","lessthan100K"
"CLM62488","100K-lessthan200K"
"CLM67315","100K-lessthan200K"
"CLM68312","100K-lessthan200K"
"CLM53298","lessthan100K"
"CLM65367","200KandAbove"
"CLM62428","lessthan100K"
"CLM65539","lessthan100K"
"CLM68863","lessthan100K"
"CLM59565","lessthan100K"
"CLM68041","200KandAbove"
"CLM66418","lessthan100K"
"CLM60253","lessthan100K"
"CLM55981","lessthan100K"
"CLM54808","lessthan100K"
"CLM62467","lessthan100K"
"CLM61623","200KandAbove"
"CLM59633","200KandAbove"
"CLM62430","200KandAbove"
"CLM57128","100K-lessthan200K"
"CLM55435","200KandAbove"
"CLM61263","200KandAbove"
"CLM65531","lessthan100K"
"CLM58102","100K-lessthan200K"
"CLM59091","100K-lessthan200K"
"CLM64273","200KandAbove"
"CLM56791","lessthan100K"
"CLM54700","lessthan100K"
"CLM59620","lessthan100K"
"CLM64584","200KandAbove"
"CLM56483","100K-lessthan200K"
"CLM61458","lessthan100K"
"CLM61189","lessthan100K"
"CLM61215","lessthan100K"
"CLM52019","200KandAbove"
"CLM55474","lessthan100K"
"CLM53586","100K-lessthan200K"
"CLM63167","200KandAbove"
"CLM65343","100K-lessthan200K"
"CLM59418","200KandAbove"
"CLM54597","100K-lessthan200K"
"CLM67349","lessthan100K"
"CLM65887","200KandAbove"
"CLM62135","100K-lessthan200K"
"CLM51501","200KandAbove"
"CLM53216","lessthan100K"
"CLM60922","lessthan100K"
"CLM66025","lessthan100K"
"CLM60090","200KandAbove"
"CLM69301","200KandAbove"
"CLM51454","lessthan100K"
"CLM68546","lessthan100K"
"CLM67631","lessthan100K"
"CLM67487","100K-lessthan200K"
"CLM59154","100K-lessthan200K"
"CLM64723","100K-lessthan200K"
"CLM70193","100K-lessthan200K"
"CLM59476","200KandAbove"
"CLM61048","lessthan100K"
"CLM55685","lessthan100K"
"CLM54742","100K-lessthan200K"
"CLM57124","lessthan100K"
"CLM61459","100K-lessthan200K"
"CLM69914","100K-lessthan200K"
"CLM69896","lessthan100K"
"CLM62954","100K-lessthan200K"
"CLM61369","200KandAbove"
"CLM52277","200KandAbove"
"CLM64298","200KandAbove"
"CLM63613","100K-lessthan200K"
"CLM53021","100K-lessthan200K"
"CLM66624","lessthan100K"
"CLM68102","lessthan100K"
"CLM54452","100K-lessthan200K"
"CLM56880","lessthan100K"
"CLM63399","lessthan100K"
"CLM57757","100K-lessthan200K"
"CLM70125","lessthan100K"
"CLM56156","100K-lessthan200K"
"CLM58085","100K-lessthan200K"
"CLM61051","200KandAbove"
"CLM66808","200KandAbove"
"CLM54814","100K-lessthan200K"
"CLM60414","lessthan100K"
"CLM57133","lessthan100K"
"CLM58492","lessthan100K"
"CLM67020","lessthan100K"
"CLM69196","lessthan100K"
"CLM60306","200KandAbove"
"CLM63979","100K-lessthan200K"
"CLM69044","lessthan100K"
"CLM59054","lessthan100K"
"CLM55093","200KandAbove"
"CLM66179","lessthan100K"
"CLM66489","lessthan100K"
"CLM53662","200KandAbove"
"CLM61154","lessthan100K"
"CLM67520","lessthan100K"
"CLM61284","lessthan100K"
"CLM64613","lessthan100K"
"CLM65387","lessthan100K"
"CLM61318","100K-lessthan200K"
"CLM63090","100K-lessthan200K"
"CLM63626","lessthan100K"
"CLM63485","200KandAbove"
"CLM57373","100K-lessthan200K"
"CLM56477","200KandAbove"
"CLM69215","lessthan100K"
"CLM58587","lessthan100K"
"CLM67058","lessthan100K"
"CLM68839","200KandAbove"
"CLM51237","lessthan100K"
"CLM69726","lessthan100K"
"CLM56665","100K-lessthan200K"
"CLM69708","lessthan100K"
"CLM63436","lessthan100K"
"CLM65905","100K-lessthan200K"
"CLM64971","100K-lessthan200K"
"CLM54177","lessthan100K"
"CLM59588","100K-lessthan200K"
"CLM65390","100K-lessthan200K"
"CLM52656","lessthan100K"
"CLM67440","lessthan100K"
"CLM69827","lessthan100K"
"CLM56221","100K-lessthan200K"
"CLM54022","lessthan100K"
"CLM62531","100K-lessthan200K"
"CLM58404","200KandAbove"
"CLM56964","lessthan100K"
"CLM55983","lessthan100K"
"CLM52375","lessthan100K"
"CLM63654","lessthan100K"
"CLM58902","lessthan100K"
"CLM59416","200KandAbove"
"CLM64309","100K-lessthan200K"
"CLM58953","lessthan100K"
"CLM57566","100K-lessthan200K"
"CLM58658","100K-lessthan200K"
"CLM57415","100K-lessthan200K"
"CLM64458","100K-lessthan200K"
"CLM69199","lessthan100K"
"CLM51673","lessthan100K"
"CLM52772","100K-lessthan200K"
"CLM65309","lessthan100K"
"CLM66203","lessthan100K"
"CLM55846","lessthan100K"
"CLM67678","200KandAbove"
"CLM69391","lessthan100K"
"CLM62769","200KandAbove"
"CLM52538","lessthan100K"
"CLM57863","lessthan100K"
"CLM59435","lessthan100K"
"CLM69912","lessthan100K"
"CLM63556","200KandAbove"
"CLM69081","100K-lessthan200K"
"CLM64966","100K-lessthan200K"
"CLM55996","100K-lessthan200K"
"CLM55068","lessthan100K"
"CLM69584","lessthan100K"
"CLM63374","lessthan100K"
"CLM62988","100K-lessthan200K"
"CLM65489","lessthan100K"
"CLM56553","lessthan100K"
"CLM58955","200KandAbove"
"CLM54906","200KandAbove"
"CLM58645","200KandAbove"
"CLM56332","100K-lessthan200K"
"CLM65617","lessthan100K"
"CLM58788","lessthan100K"
"CLM58042","lessthan100K"
"CLM65835","100K-lessthan200K"
"CLM54317","200KandAbove"
"CLM56892","100K-lessthan200K"
"CLM59095","200KandAbove"
"CLM55897","200KandAbove"
"CLM62148","200KandAbove"
"CLM55781","200KandAbove"
"CLM63025","lessthan100K"
"CLM64787","200KandAbove"
"CLM63418","lessthan100K"
"CLM57478","200KandAbove"
"CLM53442","lessthan100K"
"CLM51665","lessthan100K"
"CLM67280","100K-lessthan200K"
"CLM58063","100K-lessthan200K"
"CLM51418","lessthan100K"
"CLM53781","lessthan100K"
"CLM55298","200KandAbove"
"CLM56381","100K-lessthan200K"
"CLM67686","lessthan100K"
"CLM62119","lessthan100K"
"CLM62983","lessthan100K"
"CLM53231","100K-lessthan200K"
"CLM56052","100K-lessthan200K"
"CLM62880","lessthan100K"
"CLM52301","200KandAbove"
"CLM60471","lessthan100K"
"CLM60491","100K-lessthan200K"
"CLM52568","lessthan100K"
"CLM64704","lessthan100K"
"CLM69084","100K-lessthan200K"
"CLM61078","200KandAbove"
"CLM69127","lessthan100K"
"CLM62990","100K-lessthan200K"
"CLM66484","100K-lessthan200K"
"CLM67364","100K-lessthan200K"
"CLM64079","lessthan100K"
"CLM62339","200KandAbove"
"CLM53285","100K-lessthan200K"
"CLM69106","100K-lessthan200K"
"CLM54212","lessthan100K"
"CLM67844","lessthan100K"
"CLM60383","100K-lessthan200K"
"CLM64810","100K-lessthan200K"
"CLM55800","200KandAbove"
"CLM53204","200KandAbove"
"CLM59262","lessthan100K"
"CLM52891","100K-lessthan200K"
"CLM52456","lessthan100K"
"CLM59058","200KandAbove"
"CLM64517","lessthan100K"
"CLM51938","lessthan100K"
"CLM60500","lessthan100K"
"CLM66894","100K-lessthan200K"
"CLM69486","lessthan100K"
"CLM63269","200KandAbove"
"CLM58622","lessthan100K"
"CLM59819","200KandAbove"
"CLM68382","lessthan100K"
"CLM60087","100K-lessthan200K"
"CLM66142","lessthan100K"
"CLM59960","lessthan100K"
"CLM67120","lessthan100K"
"CLM53404","100K-lessthan200K"
"CLM69153","200KandAbove"
"CLM69270","lessthan100K"
"CLM51988","lessthan100K"
"CLM52447","lessthan100K"
"CLM62597","lessthan100K"
"CLM65410","lessthan100K"
"CLM53992","lessthan100K"
"CLM65768","lessthan100K"
"CLM51953","100K-lessthan200K"
"CLM62785","lessthan100K"
"CLM54162","lessthan100K"
"CLM52839","lessthan100K"
"CLM60664","lessthan100K"
"CLM68184","200KandAbove"
"CLM67610","200KandAbove"
"CLM68922","200KandAbove"
"CLM60038","100K-lessthan200K"
"CLM54560","100K-lessthan200K"
"CLM69844","lessthan100K"
"CLM51555","200KandAbove"
"CLM52407","lessthan100K"
"CLM70199","lessthan100K"
"CLM56691","200KandAbove"
"CLM59562","lessthan100K"
"CLM56568","100K-lessthan200K"
"CLM66836","100K-lessthan200K"
"CLM63875","100K-lessthan200K"
"CLM65730","lessthan100K"
"CLM56845","100K-lessthan200K"
"CLM65923","lessthan100K"
"CLM56908","lessthan100K"
"CLM56386","lessthan100K"
"CLM55556","lessthan100K"
"CLM53268","lessthan100K"
"CLM56047","200KandAbove"
"CLM61096","lessthan100K"
"CLM62876","lessthan100K"
"CLM59423","200KandAbove"
"CLM64352","lessthan100K"
"CLM57522","lessthan100K"
"CLM63641","100K-lessthan200K"
"CLM69258","100K-lessthan200K"
"CLM53225","100K-lessthan200K"
"CLM69997","lessthan100K"
"CLM55306","200KandAbove"
"CLM65195","lessthan100K"
"CLM60861","lessthan100K"
"CLM66985","100K-lessthan200K"
"CLM58943","100K-lessthan200K"
"CLM68599","100K-lessthan200K"
"CLM61412","100K-lessthan200K"
"CLM53024","lessthan100K"
"CLM67410","100K-lessthan200K"
"CLM59947","lessthan100K"
"CLM65202","lessthan100K"
"CLM58171","lessthan100K"
"CLM68766","200KandAbove"
"CLM64554","lessthan100K"
"CLM64986","200KandAbove"
"CLM64380","lessthan100K"
"CLM64278","200KandAbove"
"CLM61156","lessthan100K"
"CLM62462","200KandAbove"
"CLM60849","lessthan100K"
"CLM63710","lessthan100K"
"CLM61915","200KandAbove"
"CLM69794","lessthan100K"
"CLM67054","100K-lessthan200K"
"CLM51631","100K-lessthan200K"
"CLM55509","100K-lessthan200K"
"CLM60310","200KandAbove"
"CLM60013","200KandAbove"
"CLM52911","100K-lessthan200K"
"CLM52820","lessthan100K"
"CLM59786","100K-lessthan200K"
"CLM51898","lessthan100K"
"CLM61274","100K-lessthan200K"
"CLM62286","lessthan100K"
"CLM62271","200KandAbove"
"CLM56022","lessthan100K"
"CLM59430","lessthan100K"
"CLM69548","lessthan100K"
"CLM52474","100K-lessthan200K"
"CLM56605","200KandAbove"
"CLM56016","lessthan100K"
"CLM68181","100K-lessthan200K"
"CLM68196","lessthan100K"
"CLM69818","100K-lessthan200K"
"CLM60665","100K-lessthan200K"
"CLM55280","lessthan100K"
"CLM59175","100K-lessthan200K"
"CLM57938","100K-lessthan200K"
"CLM55368","100K-lessthan200K"
"CLM62158","100K-lessthan200K"
"CLM62699","lessthan100K"
"CLM63840","lessthan100K"
"CLM55702","lessthan100K"
"CLM54365","200KandAbove"
"CLM54056","100K-lessthan200K"
"CLM52844","lessthan100K"
"CLM57773","lessthan100K"
"CLM53621","lessthan100K"
"CLM63307","lessthan100K"
"CLM67395","lessthan100K"
"CLM66015","lessthan100K"
"CLM63694","100K-lessthan200K"
"CLM66594","lessthan100K"
"CLM65265","100K-lessthan200K"
"CLM62507","lessthan100K"
"CLM55074","lessthan100K"
"CLM70183","100K-lessthan200K"
"CLM62744","lessthan100K"
"CLM53469","100K-lessthan200K"
"CLM60556","lessthan100K"
"CLM63413","lessthan100K"
"CLM65572","lessthan100K"
"CLM52640","lessthan100K"
"CLM52078","lessthan100K"
"CLM53737","lessthan100K"
"CLM55446","200KandAbove"
"CLM55930","lessthan100K"
"CLM57603","200KandAbove"
"CLM56543","200KandAbove"
"CLM56314","100K-lessthan200K"
"CLM53802","100K-lessthan200K"
"CLM67368","lessthan100K"
"CLM54214","200KandAbove"
"CLM65914","100K-lessthan200K"
"CLM62533","lessthan100K"
"CLM60997","200KandAbove"
"CLM68214","lessthan100K"
"CLM54026","100K-lessthan200K"
"CLM54845","200KandAbove"
"CLM64940","200KandAbove"
"CLM69871","lessthan100K"
"CLM62923","100K-lessthan200K"
"CLM69480","200KandAbove"
"CLM62091","100K-lessthan200K"
"CLM54067","100K-lessthan200K"
"CLM55350","200KandAbove"
"CLM55375","lessthan100K"
"CLM56107","100K-lessthan200K"
"CLM59042","200KandAbove"
"CLM63049","lessthan100K"
"CLM53311","100K-lessthan200K"
"CLM60705","200KandAbove"
"CLM53863","200KandAbove"
"CLM54392","200KandAbove"
"CLM58505","lessthan100K"
"CLM70103","lessthan100K"
"CLM61806","200KandAbove"
"CLM70118","lessthan100K"
"CLM51880","lessthan100K"
"CLM58867","lessthan100K"
"CLM56397","100K-lessthan200K"
"CLM51912","100K-lessthan200K"
"CLM60207","lessthan100K"
"CLM51271","lessthan100K"
"CLM51132","lessthan100K"
"CLM67129","200KandAbove"
"CLM70058","100K-lessthan200K"
"CLM67027","lessthan100K"
"CLM56321","200KandAbove"
"CLM61525","200KandAbove"
"CLM69624","lessthan100K"
"CLM61834","lessthan100K"
"CLM58881","lessthan100K"
"CLM61472","200KandAbove"
"CLM51666","200KandAbove"
"CLM66794","lessthan100K"
"CLM58270","100K-lessthan200K"
"CLM59225","100K-lessthan200K"
"CLM57577","lessthan100K"
"CLM59532","lessthan100K"
"CLM59714","lessthan100K"
"CLM53453","200KandAbove"
"CLM65718","lessthan100K"
"CLM67073","lessthan100K"
"CLM61054","200KandAbove"
"CLM69898","lessthan100K"
"CLM56370","lessthan100K"
"CLM62590","lessthan100K"
"CLM56501","lessthan100K"
"CLM60980","lessthan100K"
"CLM62978","lessthan100K"
"CLM61995","lessthan100K"
"CLM62653","100K-lessthan200K"
"CLM64529","200KandAbove"
"CLM68420","100K-lessthan200K"
"CLM67178","100K-lessthan200K"
"CLM58775","100K-lessthan200K"
"CLM58871","200KandAbove"
"CLM60774","100K-lessthan200K"
"CLM61211","lessthan100K"
"CLM67605","lessthan100K"
"CLM52614","lessthan100K"
"CLM68056","lessthan100K"
"CLM53100","lessthan100K"
"CLM60540","200KandAbove"
"CLM53549","200KandAbove"
"CLM52811","200KandAbove"
"CLM61088","lessthan100K"
"CLM68871","200KandAbove"
"CLM63591","lessthan100K"
"CLM53883","200KandAbove"
"CLM51448","100K-lessthan200K"
"CLM52287","200KandAbove"
"CLM59741","lessthan100K"
"CLM57983","100K-lessthan200K"
"CLM54247","200KandAbove"
"CLM69847","lessthan100K"
"CLM65238","200KandAbove"
"CLM52248","lessthan100K"
"CLM68648","lessthan100K"
"CLM59891","lessthan100K"
"CLM70191","100K-lessthan200K"
"CLM64033","lessthan100K"
"CLM56726","200KandAbove"
"CLM59068","lessthan100K"
"CLM56475","200KandAbove"
"CLM63672","lessthan100K"
"CLM57082","lessthan100K"
"CLM69559","lessthan100K"
"CLM60020","lessthan100K"
"CLM64169","200KandAbove"
"CLM67878","200KandAbove"
"CLM62674","100K-lessthan200K"
"CLM57412","100K-lessthan200K"
"CLM53648","100K-lessthan200K"
"CLM69497","lessthan100K"
"CLM66121","200KandAbove"
"CLM53989","lessthan100K"
"CLM53223","lessthan100K"
"CLM62734","100K-lessthan200K"
"CLM68345","lessthan100K"
"CLM68098","100K-lessthan200K"
"CLM57090","200KandAbove"
"CLM56656","lessthan100K"
"CLM62394","200KandAbove"
"CLM58176","lessthan100K"
"CLM68243","lessthan100K"
"CLM65977","lessthan100K"
"CLM60345","lessthan100K"
"CLM65082","200KandAbove"
"CLM62024","lessthan100K"
"CLM54269","200KandAbove"
"CLM54838","200KandAbove"
"CLM64466","100K-lessthan200K"
"CLM51694","100K-lessthan200K"
"CLM65237","lessthan100K"
"CLM68100","200KandAbove"
"CLM54997","lessthan100K"
"CLM59511","200KandAbove"
"CLM60339","lessthan100K"
"CLM64860","200KandAbove"
"CLM64203","lessthan100K"
"CLM67619","100K-lessthan200K"
"CLM65395","100K-lessthan200K"
"CLM68722","lessthan100K"
"CLM62381","lessthan100K"
"CLM61219","100K-lessthan200K"
"CLM67662","200KandAbove"
"CLM68904","100K-lessthan200K"
"CLM65267","100K-lessthan200K"
"CLM52193","lessthan100K"
"CLM68959","200KandAbove"
"CLM51405","lessthan100K"
"CLM52288","100K-lessthan200K"
"CLM53356","lessthan100K"
"CLM57637","200KandAbove"
"CLM58692","100K-lessthan200K"
"CLM52365","100K-lessthan200K"
"CLM67270","100K-lessthan200K"
"CLM63280","100K-lessthan200K"
"CLM69633","200KandAbove"
"CLM62846","lessthan100K"
"CLM67978","lessthan100K"
"CLM53733","lessthan100K"
"CLM67370","100K-lessthan200K"
"CLM64974","100K-lessthan200K"
"CLM59324","200KandAbove"
"CLM62367","200KandAbove"
"CLM63241","100K-lessthan200K"
"CLM51056","100K-lessthan200K"
"CLM64767","lessthan100K"
"CLM59792","lessthan100K"
"CLM59685","lessthan100K"
"CLM56175","100K-lessthan200K"
"CLM65602","lessthan100K"
"CLM52550","lessthan100K"
"CLM57491","lessthan100K"
"CLM66784","lessthan100K"
"CLM60472","lessthan100K"
"CLM61992","lessthan100K"
"CLM64071","200KandAbove"
"CLM67803","100K-lessthan200K"
"CLM61990","100K-lessthan200K"
"CLM66110","200KandAbove"
"CLM68198","200KandAbove"
"CLM62884","100K-lessthan200K"
"CLM67159","lessthan100K"
"CLM66029","lessthan100K"
"CLM51705","lessthan100K"
"CLM62809","100K-lessthan200K"
"CLM57595","200KandAbove"
"CLM67633","200KandAbove"
"CLM58507","200KandAbove"
"CLM64903","lessthan100K"
"CLM61766","lessthan100K"
"CLM59153","lessthan100K"
"CLM68227","100K-lessthan200K"
"CLM65118","lessthan100K"
"CLM60192","lessthan100K"
"CLM58314","lessthan100K"
"CLM66625","lessthan100K"
"CLM58825","100K-lessthan200K"
"CLM57827","lessthan100K"
"CLM56743","100K-lessthan200K"
"CLM61541","200KandAbove"
"CLM60244","lessthan100K"
"CLM51962","lessthan100K"
"CLM61517","100K-lessthan200K"
"CLM55561","200KandAbove"
"CLM60808","lessthan100K"
"CLM69975","lessthan100K"
"CLM65066","100K-lessthan200K"
"CLM59996","lessthan100K"
"CLM63249","100K-lessthan200K"
"CLM70042","lessthan100K"
"CLM62330","200KandAbove"
"CLM69158","200KandAbove"
"CLM62955","200KandAbove"
"CLM65655","200KandAbove"
"CLM69895","lessthan100K"
"CLM51573","200KandAbove"
"CLM52109","lessthan100K"
"CLM63183","200KandAbove"
"CLM57786","lessthan100K"
"CLM70041","lessthan100K"
"CLM54654","100K-lessthan200K"
"CLM63740","200KandAbove"
"CLM52429","100K-lessthan200K"
"CLM68451","100K-lessthan200K"
"CLM54238","200KandAbove"
"CLM61165","lessthan100K"
"CLM53160","100K-lessthan200K"
"CLM66055","lessthan100K"
"CLM54765","lessthan100K"
"CLM57408","100K-lessthan200K"
"CLM68430","100K-lessthan200K"
"CLM58059","lessthan100K"
"CLM70146","100K-lessthan200K"
"CLM62358","100K-lessthan200K"
"CLM56476","lessthan100K"
"CLM59725","200KandAbove"
"CLM67332","200KandAbove"
"CLM53295","lessthan100K"
"CLM66451","100K-lessthan200K"
"CLM58593","lessthan100K"
"CLM60546","lessthan100K"
"CLM51158","lessthan100K"
"CLM63078","lessthan100K"
"CLM56070","200KandAbove"
"CLM56322","lessthan100K"
"CLM67593","lessthan100K"
"CLM53236","lessthan100K"
"CLM69413","100K-lessthan200K"
"CLM63221","200KandAbove"
"CLM59141","lessthan100K"
"CLM55393","200KandAbove"
"CLM59156","100K-lessthan200K"
"CLM53892","lessthan100K"
"CLM54123","lessthan100K"
"CLM52092","lessthan100K"
"CLM54630","200KandAbove"
"CLM59181","lessthan100K"
"CLM59121","200KandAbove"
"CLM68029","200KandAbove"
"CLM60108","100K-lessthan200K"
"CLM51502","lessthan100K"
"CLM63300","100K-lessthan200K"
"CLM69804","lessthan100K"
"CLM57532","200KandAbove"
"CLM63813","200KandAbove"
"CLM51477","lessthan100K"
"CLM66759","200KandAbove"
"CLM58456","200KandAbove"
"CLM57935","lessthan100K"
"CLM69604","lessthan100K"
"CLM51698","lessthan100K"
"CLM59273","lessthan100K"
"CLM67066","lessthan100K"
"CLM65327","lessthan100K"
"CLM62568","200KandAbove"
"CLM59370","100K-lessthan200K"
"CLM70096","lessthan100K"
"CLM64905","lessthan100K"
"CLM68963","lessthan100K"
"CLM68342","100K-lessthan200K"
"CLM59322","lessthan100K"
"CLM66995","lessthan100K"
"CLM68876","lessthan100K"
"CLM64998","lessthan100K"
"CLM58729","100K-lessthan200K"
"CLM66910","lessthan100K"
"CLM56109","lessthan100K"
"CLM65117","100K-lessthan200K"
"CLM54574","lessthan100K"
"CLM57593","100K-lessthan200K"
"CLM55038","lessthan100K"
"CLM51839","lessthan100K"
"CLM63258","200KandAbove"
"CLM63779","200KandAbove"
"CLM69823","lessthan100K"
"CLM60012","lessthan100K"
"CLM68576","lessthan100K"
"CLM58975","100K-lessthan200K"
"CLM60323","lessthan100K"
"CLM65342","200KandAbove"
"CLM57745","100K-lessthan200K"
"CLM59737","200KandAbove"
"CLM53122","100K-lessthan200K"
"CLM60623","200KandAbove"
"CLM54863","100K-lessthan200K"
"CLM61166","lessthan100K"
"CLM65375","lessthan100K"
"CLM53069","lessthan100K"
"CLM53791","lessthan100K"
"CLM61246","lessthan100K"
"CLM66516","100K-lessthan200K"
"CLM58782","200KandAbove"
"CLM54528","200KandAbove"
"CLM55328","100K-lessthan200K"
"CLM55967","lessthan100K"
"CLM65819","lessthan100K"
"CLM66746","lessthan100K"
"CLM51936","lessthan100K"
"CLM67069","lessthan100K"
"CLM51909","lessthan100K"
"CLM53701","lessthan100K"
"CLM52203","100K-lessthan200K"
"CLM52847","100K-lessthan200K"
"CLM64151","lessthan100K"
"CLM52681","100K-lessthan200K"
"CLM65729","200KandAbove"
"CLM68835","lessthan100K"
"CLM63844","200KandAbove"
"CLM63834","lessthan100K"
"CLM60886","200KandAbove"
"CLM64798","lessthan100K"
"CLM68827","lessthan100K"
"CLM51218","lessthan100K"
"CLM53344","lessthan100K"
"CLM53843","200KandAbove"
"CLM60164","lessthan100K"
"CLM52082","lessthan100K"
"CLM68653","lessthan100K"
"CLM67267","lessthan100K"
"CLM62953","lessthan100K"
"CLM68850","lessthan100K"
"CLM67126","lessthan100K"
"CLM68522","lessthan100K"
"CLM54401","lessthan100K"
"CLM53684","lessthan100K"
"CLM51264","200KandAbove"
"CLM65523","lessthan100K"
"CLM69865","lessthan100K"
"CLM66212","lessthan100K"
"CLM52102","lessthan100K"
"CLM52848","100K-lessthan200K"
"CLM63240","lessthan100K"
"CLM56373","lessthan100K"
"CLM56899","200KandAbove"
"CLM56606","lessthan100K"
"CLM59716","lessthan100K"
"CLM61771","lessthan100K"
"CLM57089","lessthan100K"
"CLM54114","lessthan100K"
"CLM60039","lessthan100K"
"CLM63922","100K-lessthan200K"
"CLM68252","lessthan100K"
"CLM52185","100K-lessthan200K"
"CLM60069","lessthan100K"
"CLM59472","100K-lessthan200K"
"CLM53923","lessthan100K"
"CLM56516","lessthan100K"
"CLM60648","lessthan100K"
"CLM63218","100K-lessthan200K"
"CLM59298","lessthan100K"
"CLM52452","200KandAbove"
"CLM53064","lessthan100K"
"CLM58883","200KandAbove"
"CLM61918","lessthan100K"
"CLM68364","lessthan100K"
"CLM68498","100K-lessthan200K"
"CLM59810","100K-lessthan200K"
"CLM56372","lessthan100K"
"CLM63796","lessthan100K"
"CLM55169","lessthan100K"
"CLM54820","200KandAbove"
"CLM68577","lessthan100K"
"CLM51749","lessthan100K"
"CLM56256","200KandAbove"
"CLM67247","200KandAbove"
"CLM51791","200KandAbove"
"CLM68885","200KandAbove"
"CLM63851","100K-lessthan200K"
"CLM64447","lessthan100K"
"CLM62065","200KandAbove"
"CLM52168","lessthan100K"
"CLM69733","100K-lessthan200K"
"CLM58138","lessthan100K"
"CLM66568","100K-lessthan200K"
"CLM63528","lessthan100K"
"CLM68598","lessthan100K"
"CLM52079","lessthan100K"
"CLM55346","lessthan100K"
"CLM60273","lessthan100K"
"CLM58604","lessthan100K"
"CLM52099","100K-lessthan200K"
"CLM55338","lessthan100K"
"CLM54181","lessthan100K"
"CLM67654","100K-lessthan200K"
"CLM61560","100K-lessthan200K"
"CLM69332","200KandAbove"
"CLM58686","lessthan100K"
"CLM65852","200KandAbove"
"CLM51342","200KandAbove"
"CLM59888","lessthan100K"
"CLM65339","lessthan100K"
"CLM56325","lessthan100K"
"CLM60761","lessthan100K"
"CLM57748","lessthan100K"
"CLM57426","100K-lessthan200K"
"CLM64474","lessthan100K"
"CLM53596","lessthan100K"
"CLM56362","100K-lessthan200K"
"CLM59382","100K-lessthan200K"
"CLM68954","lessthan100K"
"CLM53238","100K-lessthan200K"
"CLM53228","100K-lessthan200K"
"CLM67852","100K-lessthan200K"
"CLM65012","100K-lessthan200K"
"CLM53287","lessthan100K"
"CLM65643","lessthan100K"
"CLM64366","100K-lessthan200K"
"CLM65628","lessthan100K"
"CLM60049","200KandAbove"
"CLM66833","lessthan100K"
"CLM56552","100K-lessthan200K"
"CLM63141","200KandAbove"
"CLM51242","lessthan100K"
"CLM52938","lessthan100K"
"CLM56003","200KandAbove"
"CLM59043","lessthan100K"
"CLM67312","200KandAbove"
"CLM54629","200KandAbove"
"CLM53319","lessthan100K"
"CLM59813","lessthan100K"
"CLM69374","200KandAbove"
"CLM62839","100K-lessthan200K"
"CLM68018","100K-lessthan200K"
"CLM60403","200KandAbove"
"CLM56392","100K-lessthan200K"
"CLM57374","200KandAbove"
"CLM55862","lessthan100K"
"CLM70154","lessthan100K"
"CLM54441","lessthan100K"
"CLM51888","lessthan100K"
"CLM54962","200KandAbove"
"CLM59790","200KandAbove"
"CLM59139","lessthan100K"
"CLM67711","200KandAbove"
"CLM58733","lessthan100K"
"CLM60427","200KandAbove"
"CLM52387","lessthan100K"
"CLM69388","lessthan100K"
"CLM61476","lessthan100K"
"CLM51833","lessthan100K"
"CLM54411","lessthan100K"
"CLM58837","lessthan100K"
"CLM69770","lessthan100K"
"CLM61027","200KandAbove"
"CLM65114","100K-lessthan200K"
"CLM58708","lessthan100K"
"CLM54611","100K-lessthan200K"
"CLM59365","200KandAbove"
"CLM69888","lessthan100K"
"CLM58923","100K-lessthan200K"
"CLM67415","lessthan100K"
"CLM53704","200KandAbove"
"CLM60446","200KandAbove"
"CLM62950","100K-lessthan200K"
"CLM53618","100K-lessthan200K"
"CLM69047","100K-lessthan200K"
"CLM51645","100K-lessthan200K"
"CLM67337","lessthan100K"
"CLM57847","lessthan100K"
"CLM53942","lessthan100K"
"CLM63179","lessthan100K"
"CLM58361","100K-lessthan200K"
"CLM64880","lessthan100K"
"CLM65508","200KandAbove"
"CLM57995","200KandAbove"
"CLM68311","lessthan100K"
"CLM66863","200KandAbove"
"CLM66105","lessthan100K"
"CLM55075","lessthan100K"
"CLM51583","lessthan100K"
"CLM51800","lessthan100K"
"CLM68986","lessthan100K"
"CLM67246","lessthan100K"
"CLM54236","100K-lessthan200K"
"CLM55077","lessthan100K"
"CLM60410","100K-lessthan200K"
"CLM57384","100K-lessthan200K"
"CLM53858","lessthan100K"
"CLM54658","lessthan100K"
"CLM56895","lessthan100K"
"CLM64331","200KandAbove"
"CLM51785","lessthan100K"
"CLM51592","200KandAbove"
"CLM60349","100K-lessthan200K"
"CLM61097","lessthan100K"
"CLM55380","200KandAbove"
"CLM64694","lessthan100K"
"CLM57495","100K-lessthan200K"
"CLM68741","100K-lessthan200K"
