"PolicyID","PolicyType","PolicyForm","Employment_status","BusinessClass","Perperson_Policylimit","PerOccurrence_PolicyLimit","CombinedSingleLimit","ClaimID","PolicyLimitPerInjury"
"P283298",4,1,"N",26,0,1000000,0,"CLM59298",1000000
"P276452",2,1,"Y",8,0,0,500000,"CLM52452",500000
"P277064",4,1,"N",26,0,0,1000000,"CLM53064",1000000
"P282883",2,1,"N",14,0,0,500025,"CLM58883",500025
"P285918",2,1,"N",1,300000,500000,0,"CLM61918",300000
"P292364",3,1,"Y",6,0,0,1000000,"CLM68364",1000000
"P292498",2,1,"Y",8,0,0,300000,"CLM68498",300000
"P283810",3,1,"N",18,0,0,1000000,"CLM59810",1000000
"P280372",1,1,"N",9,0,0,1000000,"CLM56372",1000000
"P287796",3,1,"Y",26,0,1000000,0,"CLM63796",1000000
"P279169",3,1,"Y",14,0,0,1000000,"CLM55169",1000000
"P278820",2,1,"Y",14,0,1000000,0,"CLM54820",1000000
"P292577",2,1,"N",6,1000000,0,0,"CLM68577",1000000
"P275749",3,1,"Y",8,0,1000000,0,"CLM51749",1000000
"P280256",1,1,"Y",8,0,0,500000,"CLM56256",500000
"P291247",2,1,"Y",8,0,0,1000000,"CLM67247",1000000
"P275791",2,1,"Y",9,0,0,1000000,"CLM51791",1000000
"P292885",2,1,"Y",7,0,0,1000031,"CLM68885",1000031
"P287851",2,1,"N",6,0,1000000,0,"CLM63851",1000000
"P288447",1,1,"N",8,0,1000000,1000000,"CLM64447",1000000
"P286065",2,1,"Y",26,0,0,1000000,"CLM62065",1000000
"P276168",4,2,"N",19,0,1000000,0,"CLM52168",1000000
"P293733",2,1,"N",26,0,0,1000000,"CLM69733",1000000
"P282138",2,1,"Y",7,0,500016,500016,"CLM58138",500016
"P290568",3,1,"Y",26,0,300000,0,"CLM66568",300000
"P287528",2,1,"Y",26,0,0,1000019,"CLM63528",1000019
"P292598",4,2,"N",19,0,250000,0,"CLM68598",250000
"P276079",2,1,"Y",7,0,500000,0,"CLM52079",500000
"P279346",2,1,"N",8,0,0,1000000,"CLM55346",1000000
"P284273",2,1,"Y",8,0,0,1000000,"CLM60273",1000000
"P282604",2,1,"Y",8,0,500000,0,"CLM58604",500000
"P276099",2,1,"N",8,0,0,1000000,"CLM52099",1000000
"P279338",1,1,"Y",1,0,0,300000,"CLM55338",300000
"P278181",4,1,"N",19,0,200000,0,"CLM54181",200000
"P291654",2,1,"Y",26,0,0,500001,"CLM67654",500001
"P285560",1,1,"N",9,0,100000,0,"CLM61560",100000
"P293332",3,1,"Y",1,0,1000000,0,"CLM69332",1000000
"P282686",2,1,"N",14,0,0,1000000,"CLM58686",1000000
"P289852",2,1,"Y",7,0,0,1000000,"CLM65852",1000000
"P275342",1,1,"N",26,0,1000000,0,"CLM51342",1000000
"P283888",2,1,"Y",8,0,1000000,1000000,"CLM59888",1000000
"P289339",2,1,"Y",26,0,0,1000000,"CLM65339",1000000
"P280325",2,1,"Y",7,0,0,1000001,"CLM56325",1000001
"P284761",2,1,"Y",8,100000,300000,0,"CLM60761",100000
"P281748",2,1,"N",8,0,0,1000000,"CLM57748",1000000
"P281426",2,1,"Y",7,0,0,1000000,"CLM57426",1000000
"P288474",2,2,"N",6,500000,0,0,"CLM64474",500000
"P277596",4,1,"N",23,0,1000000,0,"CLM53596",1000000
"P280362",2,1,"N",7,0,0,500000,"CLM56362",500000
"P283382",2,1,"Y",7,0,0,100001,"CLM59382",100001
"P292954",2,1,"N",7,0,0,500000,"CLM68954",500000
"P277238",2,1,"Y",8,0,0,1000000,"CLM53238",1000000
"P277228",2,1,"Y",7,0,0,5000000,"CLM53228",5000000
"P291852",4,2,"Y",19,0,1000000,0,"CLM67852",1000000
"P289012",2,1,"N",26,0,0,1000000,"CLM65012",1000000
"P277287",4,2,"Y",26,0,100000,0,"CLM53287",100000
"P289643",1,1,"Y",26,0,1000000,0,"CLM65643",1000000
"P288366",2,1,"Y",7,0,0,1000000,"CLM64366",1000000
"P289628",1,1,"Y",8,0,0,1000000,"CLM65628",1000000
"P284049",4,1,"N",22,0,5000000,5000000,"CLM60049",5000000
"P290833",2,1,"N",7,25000,50000,0,"CLM66833",25000
"P280552",2,1,"N",26,100000,300000,0,"CLM56552",100000
"P287141",2,1,"N",18,0,1000000,0,"CLM63141",1000000
"P275242",1,1,"Y",7,0,0,1000000,"CLM51242",1000000
"P276938",4,1,"N",19,0,0,1100000,"CLM52938",1100000
"P280003",2,1,"N",7,0,0,1000025,"CLM56003",1000025
"P283043",1,1,"Y",8,0,250000,0,"CLM59043",250000
"P291312",2,1,"N",7,5000000,5000000,5000000,"CLM67312",5000000
"P278629",2,1,"N",26,0,0,1000000,"CLM54629",1000000
"P277319",3,1,"Y",8,0,1000000,0,"CLM53319",1000000
"P283813",3,1,"N",8,0,500000,0,"CLM59813",500000
"P293374",2,1,"Y",7,0,0,100000,"CLM69374",100000
"P286839",2,1,"Y",6,5000000,5000000,5000000,"CLM62839",5000000
"P292018",3,1,"Y",8,0,1000000,0,"CLM68018",1000000
"P284403",4,2,"N",22,0,1000000,0,"CLM60403",1000000
"P280392",4,2,"N",22,0,0,1000000,"CLM56392",1000000
"P281374",2,1,"Y",8,0,0,25000000,"CLM57374",25000000
"P279862",2,1,"Y",14,10000000,0,0,"CLM55862",10000000
"P294154",2,1,"Y",26,0,0,1000001,"CLM70154",1000001
"P278441",4,2,"N",22,0,1000000,0,"CLM54441",1000000
"P275888",2,1,"Y",7,1000016,1000016,1000016,"CLM51888",1000016
"P278962",1,1,"Y",8,0,0,50000000,"CLM54962",50000000
"P283790",2,1,"N",9,250000,0,0,"CLM59790",250000
"P283139",3,1,"Y",17,0,1000000,0,"CLM59139",1000000
"P291711",3,1,"Y",26,0,0,2000000,"CLM67711",2000000
"P282733",2,1,"Y",26,0,1000000,0,"CLM58733",1000000
"P284427",2,1,"Y",26,0,0,2000000,"CLM60427",2000000
"P276387",2,1,"N",7,0,300000,0,"CLM52387",300000
"P293388",2,1,"N",14,0,1000000,0,"CLM69388",1000000
"P285476",2,1,"Y",6,0,0,1000072,"CLM61476",1000072
"P275833",2,1,"Y",15,0,0,1000000,"CLM51833",1000000
"P278411",2,1,"Y",7,0,0,1000005,"CLM54411",1000005
"P282837",2,1,"N",10,100000,300000,0,"CLM58837",100000
"P293770",2,1,"Y",7,0,0,1000000,"CLM69770",1000000
"P285027",2,1,"Y",7,0,0,1000000,"CLM61027",1000000
"P289114",2,1,"Y",7,0,0,1000000,"CLM65114",1000000
"P282708",2,1,"Y",26,100000,300000,0,"CLM58708",100000
"P278611",2,1,"Y",8,0,0,400000,"CLM54611",400000
"P283365",2,1,"Y",7,0,1000012,0,"CLM59365",1000012
"P293888",3,1,"Y",1,0,0,3000000,"CLM69888",3000000
"P282923",3,1,"Y",26,0,0,1000000,"CLM58923",1000000
"P291415",2,1,"Y",6,0,0,1000000,"CLM67415",1000000
"P277704",2,1,"Y",6,0,1000000,0,"CLM53704",1000000
"P284446",2,1,"Y",7,1000000,0,0,"CLM60446",1000000
"P286950",2,1,"N",26,0,0,250000,"CLM62950",250000
"P277618",2,1,"N",7,0,0,1000000,"CLM53618",1000000
"P293047",2,1,"Y",7,0,1000016,1000016,"CLM69047",1000016
"P275645",2,1,"N",8,1000000,1000000,0,"CLM51645",1000000
"P291337",2,1,"Y",1,0,3000000,0,"CLM67337",3000000
"P281847",2,1,"N",7,0,0,1000000,"CLM57847",1000000
"P277942",2,1,"Y",15,1000000,1000000,1000000,"CLM53942",1000000
"P287179",2,1,"N",3,0,0,1000000,"CLM63179",1000000
"P282361",2,1,"Y",26,0,0,500000,"CLM58361",500000
"P288880",2,1,"N",8,500000,0,0,"CLM64880",500000
"P289508",2,1,"N",7,0,0,1000000,"CLM65508",1000000
"P281995",1,1,"N",9,0,0,1000000,"CLM57995",1000000
"P292311",4,2,"N",19,0,200000,0,"CLM68311",200000
"P290863",4,2,"N",19,0,500000,1000000,"CLM66863",500000
"P290105",3,1,"Y",16,0,1000000,0,"CLM66105",1000000
"P279075",2,1,"Y",7,0,0,1000000,"CLM55075",1000000
"P275583",1,1,"Y",1,0,500000,0,"CLM51583",500000
"P275800",2,2,"Y",7,0,0,1000000,"CLM51800",1000000
"P292986",2,1,"N",7,0,1000000,0,"CLM68986",1000000
"P291246",4,2,"Y",19,0,1000000,0,"CLM67246",1000000
"P278236",2,1,"Y",7,0,0,1000000,"CLM54236",1000000
"P279077",2,1,"N",7,0,0,1000000,"CLM55077",1000000
"P284410",2,1,"Y",7,0,1000000,1000000,"CLM60410",1000000
"P281384",2,1,"N",26,0,0,1000000,"CLM57384",1000000
"P277858",1,1,"Y",14,0,1000000,1000000,"CLM53858",1000000
"P278658",2,1,"Y",6,0,0,1000000,"CLM54658",1000000
"P280895",3,1,"Y",26,0,1000000,1000000,"CLM56895",1000000
"P288331",1,1,"Y",14,0,0,2000000,"CLM64331",2000000
"P275785",1,1,"N",8,0,0,1000000,"CLM51785",1000000
"P275592",1,2,"Y",8,0,0,5000000,"CLM51592",5000000
"P284349",2,1,"Y",14,0,0,1000000,"CLM60349",1000000
"P285097",2,1,"N",15,1000000,1000000,0,"CLM61097",1000000
"P279380",2,1,"N",7,0,0,1000005,"CLM55380",1000005
"P288694",2,1,"Y",26,0,0,300000,"CLM64694",300000
"P281495",2,1,"N",1,0,1000000,0,"CLM57495",1000000
"P292741",2,1,"N",14,0,0,1000000,"CLM68741",1000000
"P285362",5,1,"Y",26,0,1000000,0,"CLM61362",1000000
"P283906",2,1,"Y",8,0,0,500000,"CLM59906",500000
"P286216",1,1,"N",1,0,5000000,5000000,"CLM62216",5000000
"P285565",4,1,"N",19,0,500000,0,"CLM61565",500000
"P277125",2,2,"Y",7,0,0,1000005,"CLM53125",1000005
"P292537",2,1,"Y",8,1000000,0,0,"CLM68537",1000000
"P288192",2,1,"Y",14,0,0,1000000,"CLM64192",1000000
"P281229",3,1,"N",16,0,1000000,0,"CLM57229",1000000
"P287314",4,1,"N",22,0,5000000,5000000,"CLM63314",5000000
"P282857",1,1,"N",26,0,2000000,0,"CLM58857",2000000
"P283335",3,1,"Y",8,0,0,1000000,"CLM59335",1000000
"P278636",2,1,"N",7,0,0,500000,"CLM54636",500000
"P288289",2,1,"N",1,0,0,500000,"CLM64289",500000
"P283851",2,1,"N",15,0,1000000,0,"CLM59851",1000000
"P284589",2,1,"Y",8,0,0,500000,"CLM60589",500000
"P285324",2,1,"Y",26,0,0,1000000,"CLM61324",1000000
"P284243",2,1,"N",7,0,0,1000000,"CLM60243",1000000
"P281428",3,1,"N",8,0,1000000,0,"CLM57428",1000000
"P278806",2,1,"N",8,0,0,1000000,"CLM54806",1000000
"P294114",2,1,"N",7,0,1000016,1000016,"CLM70114",1000016
"P290098",4,2,"Y",19,0,2000000,0,"CLM66098",2000000
"P279675",2,1,"Y",14,0,0,1000000,"CLM55675",1000000
"P288650",2,1,"N",8,0,0,5000000,"CLM64650",5000000
"P277674",5,2,"Y",26,0,1000000,1000000,"CLM53674",1000000
"P275134",4,1,"Y",19,0,500000,0,"CLM51134",500000
"P277389",4,2,"N",19,0,200000,0,"CLM53389",200000
"P286008",2,1,"N",7,1000000,1000000,1000000,"CLM62008",1000000
"P277991",2,1,"N",7,0,0,500024,"CLM53991",500024
"P293687",1,1,"Y",8,0,1000000,0,"CLM69687",1000000
"P287397",2,1,"Y",8,0,1000000,0,"CLM63397",1000000
"P287264",2,1,"N",8,0,0,1000005,"CLM63264",1000005
"P293211",3,1,"Y",6,0,1000000,0,"CLM69211",1000000
"P277260",3,1,"N",26,0,500000,0,"CLM53260",500000
"P276473",4,1,"N",22,0,5000000,5000000,"CLM52473",5000000
"P275095",4,2,"N",26,0,100000,0,"CLM51095",100000
"P277761",3,1,"Y",14,0,1000000,0,"CLM53761",1000000
"P282259",1,1,"Y",8,0,2000000,0,"CLM58259",2000000
"P282003",3,1,"Y",8,0,1000000,0,"CLM58003",1000000
"P283641",1,1,"Y",16,0,1000000,0,"CLM59641",1000000
"P291351",2,1,"N",14,1000000,0,0,"CLM67351",1000000
"P286868",1,1,"Y",14,0,500000,0,"CLM62868",500000
"P278009",2,1,"Y",7,0,0,1000005,"CLM54009",1000005
"P282644",2,1,"Y",7,0,0,1000000,"CLM58644",1000000
"P290067",2,1,"N",8,0,0,300000,"CLM66067",300000
"P281523",2,1,"Y",9,250000,500000,0,"CLM57523",250000
"P281890",2,2,"Y",6,0,0,1000025,"CLM57890",1000025
"P287414",2,1,"N",14,0,0,1000000,"CLM63414",1000000
"P291018",2,1,"Y",15,0,0,1000000,"CLM67018",1000000
"P286593",1,1,"Y",26,0,1000000,0,"CLM62593",1000000
"P276558",2,1,"Y",7,0,0,750005,"CLM52558",750005
"P281488",3,1,"Y",26,0,0,1000000,"CLM57488",1000000
"P279803",2,1,"Y",18,0,0,100000,"CLM55803",100000
"P286357",2,1,"N",7,0,0,500000,"CLM62357",500000
"P291982",2,1,"N",10,0,2000000,0,"CLM67982",2000000
"P291800",3,1,"N",8,0,0,500000,"CLM67800",500000
"P283408",1,1,"Y",26,0,0,1000000,"CLM59408",1000000
"P284186",3,1,"Y",8,0,1000000,0,"CLM60186",1000000
"P290513",2,1,"N",26,25000,50000,0,"CLM66513",25000
"P283870",4,2,"Y",19,0,500000,0,"CLM59870",500000
"P275842",1,1,"N",8,0,5000000,0,"CLM51842",5000000
"P291847",2,1,"Y",7,0,0,750000,"CLM67847",750000
"P284946",2,1,"Y",8,0,500000,0,"CLM60946",500000
"P276420",4,2,"N",19,0,200000,0,"CLM52420",200000
"P282090",2,1,"Y",8,0,0,1000000,"CLM58090",1000000
"P279531",3,1,"N",22,0,0,1000000,"CLM55531",1000000
"P287136",2,1,"Y",14,0,0,1000000,"CLM63136",1000000
"P291301",2,1,"N",14,1000000,0,0,"CLM67301",1000000
"P290569",5,1,"Y",14,0,1000000,0,"CLM66569",1000000
"P288083",4,2,"Y",19,0,200000,600000,"CLM64083",200000
"P286906",1,1,"Y",8,0,1000000,0,"CLM62906",1000000
"P288284",2,1,"Y",7,0,0,1000000,"CLM64284",1000000
"P275090",2,1,"Y",6,0,0,1000000,"CLM51090",1000000
"P288158",2,1,"Y",7,0,0,500005,"CLM64158",500005
"P290690",2,1,"Y",14,0,0,1000000,"CLM66690",1000000
"P293599",2,1,"N",7,0,1000016,1000016,"CLM69599",1000016
"P291037",2,1,"Y",15,1000000,0,0,"CLM67037",1000000
"P277603",4,2,"N",19,0,1000000,0,"CLM53603",1000000
"P280903",2,1,"N",26,0,0,300000,"CLM56903",300000
"P285820",2,1,"Y",26,0,0,100000,"CLM61820",100000
"P287089",2,1,"N",9,100000,0,0,"CLM63089",100000
"P275370",4,2,"N",19,0,1000000,3000000,"CLM51370",1000000
"P282877",3,1,"Y",26,0,300000,0,"CLM58877",300000
"P282068",2,1,"Y",26,300000,300000,300000,"CLM58068",300000
"P279535",2,2,"Y",7,0,0,1000000,"CLM55535",1000000
"P286573",2,2,"N",9,0,500000,0,"CLM62573",500000
"P284534",3,1,"Y",8,0,1000000,0,"CLM60534",1000000
"P282627",4,1,"N",19,0,200000,0,"CLM58627",200000
"P283374",2,1,"N",7,0,0,1000005,"CLM59374",1000005
"P289122",4,2,"Y",19,0,200000,0,"CLM65122",200000
"P281147",3,1,"Y",8,0,1000000,0,"CLM57147",1000000
"P285798",1,1,"Y",8,0,0,1000000,"CLM61798",1000000
"P292432",1,1,"Y",16,0,1000000,0,"CLM68432",1000000
"P282676",1,1,"Y",26,0,0,5000000,"CLM58676",5000000
"P287970",1,1,"Y",16,0,1000000,0,"CLM63970",1000000
"P276807",2,1,"N",10,1000000,0,0,"CLM52807",1000000
"P279986",1,1,"N",16,0,1000000,0,"CLM55986",1000000
"P277522",2,1,"Y",26,0,0,1000000,"CLM53522",1000000
"P281392",2,1,"N",7,250000,0,0,"CLM57392",250000
"P290656",1,1,"Y",26,0,1000000,0,"CLM66656",1000000
"P290510",2,1,"Y",7,0,0,5000000,"CLM66510",5000000
"P284630",1,1,"N",26,0,1000000,0,"CLM60630",1000000
"P283411",2,1,"Y",8,0,0,500000,"CLM59411",500000
"P291756",3,1,"Y",7,0,1000000,1000000,"CLM67756",1000000
"P289682",1,1,"Y",8,0,2000000,0,"CLM65682",2000000
"P279758",2,1,"Y",8,0,0,500000,"CLM55758",500000
"P283202",2,1,"Y",26,1000000,0,0,"CLM59202",1000000
"P285685",2,2,"Y",14,300000,300000,300000,"CLM61685",300000
"P286246",3,1,"Y",8,1000000,1000000,0,"CLM62246",1000000
"P275367",3,1,"Y",8,0,0,1000000,"CLM51367",1000000
"P284450",2,1,"Y",8,100000,300000,0,"CLM60450",100000
"P292174",1,1,"Y",26,0,1000000,1000000,"CLM68174",1000000
"P278264",3,1,"N",26,0,1000000,0,"CLM54264",1000000
"P281528",2,1,"N",26,0,0,1000000,"CLM57528",1000000
"P285242",2,1,"Y",1,0,0,500000,"CLM61242",500000
"P291157",2,1,"N",7,1000000,1000000,0,"CLM67157",1000000
"P286108",2,1,"Y",14,0,0,1000000,"CLM62108",1000000
"P289627",3,1,"Y",8,0,1000000,0,"CLM65627",1000000
"P287972",2,1,"Y",6,0,0,1000000,"CLM63972",1000000
"P288177",4,2,"Y",19,0,500000,0,"CLM64177",500000
"P293988",2,1,"Y",7,0,0,500000,"CLM69988",500000
"P284651",2,1,"Y",7,0,0,5000000,"CLM60651",5000000
"P290892",4,2,"Y",19,0,200000,0,"CLM66892",200000
"P287555",2,1,"Y",7,0,0,1000005,"CLM63555",1000005
"P284652",2,1,"Y",26,0,0,1000000,"CLM60652",1000000
"P284887",1,2,"Y",26,0,1000000,1000000,"CLM60887",1000000
"P287442",2,1,"Y",7,0,0,750000,"CLM63442",750000
"P289716",2,1,"Y",7,0,0,1000000,"CLM65716",1000000
"P294074",2,1,"N",7,0,1000016,1000016,"CLM70074",1000016
"P288792",2,1,"Y",7,0,0,1000025,"CLM64792",1000025
"P278399",2,1,"N",26,0,0,1000000,"CLM54399",1000000
"P277235",2,1,"Y",8,0,0,1000000,"CLM53235",1000000
"P287004",2,1,"Y",8,0,500000,0,"CLM63004",500000
"P288638",1,1,"Y",26,0,1000000,2000000,"CLM64638",1000000
"P281641",2,1,"N",7,0,500016,500016,"CLM57641",500016
"P278986",1,1,"N",8,0,0,50000000,"CLM54986",50000000
"P278127",2,1,"Y",14,0,0,1000000,"CLM54127",1000000
"P284266",2,1,"N",7,0,0,1000000,"CLM60266",1000000
"P293831",2,1,"N",1,0,1000000,0,"CLM69831",1000000
"P293957",2,1,"Y",7,0,0,1000000,"CLM69957",1000000
"P284278",2,1,"Y",1,25000,50000,0,"CLM60278",25000
"P293000",2,1,"Y",7,0,0,1000000,"CLM69000",1000000
"P287725",3,2,"Y",8,0,0,1000000,"CLM63725",1000000
"P283186",2,1,"Y",8,1000000,0,0,"CLM59186",1000000
"P279843",2,1,"N",14,0,0,1000000,"CLM55843",1000000
"P286595",1,1,"Y",25,0,250000,0,"CLM62595",250000
"P282348",4,2,"N",19,0,200000,0,"CLM58348",200000
"P279902",2,1,"Y",8,0,0,1000000,"CLM55902",1000000
"P289076",2,1,"Y",26,1000000,1000000,0,"CLM65076",1000000
"P285298",2,1,"Y",26,25000,0,0,"CLM61298",25000
"P282992",1,1,"Y",14,0,0,1000000,"CLM58992",1000000
"P287289",2,1,"N",7,0,0,1000000,"CLM63289",1000000
"P288879",2,1,"N",15,0,0,1000000,"CLM64879",1000000
"P276012",1,1,"N",16,0,1000000,0,"CLM52012",1000000
"P279921",2,1,"Y",7,0,0,1000024,"CLM55921",1000024
"P285583",1,1,"N",9,0,0,1000000,"CLM61583",1000000
"P282263",2,1,"Y",7,0,0,1000000,"CLM58263",1000000
"P277483",3,1,"Y",26,0,500000,0,"CLM53483",500000
"P278311",3,1,"N",23,0,1000000,0,"CLM54311",1000000
"P290148",2,1,"Y",15,0,1000000,0,"CLM66148",1000000
"P291832",2,1,"Y",6,0,0,1000000,"CLM67832",1000000
"P280302",2,1,"Y",9,0,300000,0,"CLM56302",300000
"P291356",2,1,"N",8,0,0,1000000,"CLM67356",1000000
"P284045",1,1,"Y",17,0,0,1000000,"CLM60045",1000000
"P277042",4,1,"N",23,0,1000000,0,"CLM53042",1000000
"P284838",1,1,"Y",8,0,0,1000000,"CLM60838",1000000
"P294056",2,1,"Y",26,0,0,55025,"CLM70056",55025
"P292840",2,1,"N",6,0,0,1000061,"CLM68840",1000061
"P288462",2,1,"Y",14,0,0,500000,"CLM64462",500000
"P282566",2,1,"Y",14,0,0,1000000,"CLM58566",1000000
"P276434",3,1,"Y",14,0,1000000,0,"CLM52434",1000000
"P285728",2,1,"Y",14,0,1000000,1000000,"CLM61728",1000000
"P282087",2,1,"Y",8,1000000,1000000,1000000,"CLM58087",1000000
"P288082",1,1,"Y",26,0,0,1000000,"CLM64082",1000000
"P277546",2,1,"Y",26,1000000,0,0,"CLM53546",1000000
"P293973",2,1,"Y",7,0,0,1000005,"CLM69973",1000005
"P275779",4,1,"Y",26,0,1000000,0,"CLM51779",1000000
"P285910",1,1,"Y",13,0,0,1000000,"CLM61910",1000000
"P291628",2,1,"Y",8,0,0,500000,"CLM67628",500000
"P288894",2,1,"N",1,0,25000,0,"CLM64894",25000
"P280800",2,1,"Y",7,0,0,500000,"CLM56800",500000
"P292461",1,1,"Y",3,0,1000000,1005000,"CLM68461",1000000
"P276613",2,1,"N",1,500000,500000,0,"CLM52613",500000
"P275456",3,1,"Y",14,0,0,1000000,"CLM51456",1000000
"P276684",2,1,"Y",14,1000000,0,0,"CLM52684",1000000
"P291791",2,1,"N",7,500000,0,500000,"CLM67791",500000
"P293679",2,1,"Y",26,0,1000000,0,"CLM69679",1000000
"P282664",3,1,"Y",26,0,1000000,0,"CLM58664",1000000
"P276814",3,1,"N",8,0,1000000,2000000,"CLM52814",1000000
"P282586",4,2,"N",19,0,1000000,3000000,"CLM58586",1000000
"P291494",2,1,"Y",7,0,0,5000000,"CLM67494",5000000
"P281505",2,1,"Y",14,0,1000000,0,"CLM57505",1000000
"P283549",2,1,"N",26,100000,300000,0,"CLM59549",100000
"P276008",2,1,"Y",7,0,0,1000000,"CLM52008",1000000
"P282107",2,1,"Y",8,0,0,1000000,"CLM58107",1000000
"P286340",3,1,"Y",8,0,500000,0,"CLM62340",500000
"P275855",2,1,"N",26,1000000,0,0,"CLM51855",1000000
"P292887",2,1,"Y",8,0,0,500000,"CLM68887",500000
"P278722",2,1,"Y",15,0,0,1000000,"CLM54722",1000000
"P293991",2,1,"Y",14,0,0,1000000,"CLM69991",1000000
"P294163",2,1,"Y",8,0,100000,0,"CLM70163",100000
"P287557",4,2,"N",19,0,500000,0,"CLM63557",500000
"P281434",3,1,"Y",17,0,1000000,0,"CLM57434",1000000
"P284681",3,1,"Y",6,0,1000000,0,"CLM60681",1000000
"P286500",3,1,"Y",16,0,1000000,0,"CLM62500",1000000
"P294109",2,1,"Y",7,500010,0,500010,"CLM70109",500010
"P279650",2,1,"Y",8,0,0,30000,"CLM55650",30000
"P282352",3,1,"Y",8,0,1000000,0,"CLM58352",1000000
"P285855",2,1,"Y",8,0,0,2000000,"CLM61855",2000000
"P278326",5,1,"N",1,0,300000,0,"CLM54326",300000
"P292641",2,1,"Y",26,0,1000000,0,"CLM68641",1000000
"P276395",2,1,"Y",7,0,0,1000000,"CLM52395",1000000
"P293529",2,1,"Y",7,0,0,1000000,"CLM69529",1000000
"P275238",1,1,"Y",8,0,0,1000000,"CLM51238",1000000
"P279043",2,1,"Y",6,0,0,1000000,"CLM55043",1000000
"P281526",2,1,"Y",7,1000000,0,0,"CLM57526",1000000
"P284955",2,1,"Y",8,1000000,0,0,"CLM60955",1000000
"P293163",2,2,"Y",14,0,0,1000061,"CLM69163",1000061
"P289909",1,1,"Y",26,0,1000000,0,"CLM65909",1000000
"P291630",2,1,"N",7,0,0,1000000,"CLM67630",1000000
"P293693",2,1,"Y",14,0,0,500000,"CLM69693",500000
"P285008",2,1,"Y",14,25000,50000,0,"CLM61008",25000
"P280323",2,1,"Y",7,500000,0,0,"CLM56323",500000
"P289664",2,1,"N",26,0,0,2000000,"CLM65664",2000000
"P285108",2,1,"N",26,1000000,1000000,1000000,"CLM61108",1000000
"P283007",1,1,"N",8,0,1000000,0,"CLM59007",1000000
"P279358",2,1,"Y",14,0,0,1000000,"CLM55358",1000000
"P289542",2,1,"Y",7,0,0,1000000,"CLM65542",1000000
"P285137",1,1,"Y",14,0,0,1000000,"CLM61137",1000000
"P287536",2,1,"Y",7,0,1000016,1000016,"CLM63536",1000016
"P281779",1,1,"N",8,0,0,1000000,"CLM57779",1000000
"P284519",4,2,"Y",19,0,500000,0,"CLM60519",500000
"P290840",2,1,"Y",8,25000,50000,0,"CLM66840",25000
"P288545",3,1,"Y",18,0,1000000,1000000,"CLM64545",1000000
"P289568",3,1,"Y",8,0,0,1000000,"CLM65568",1000000
"P284219",4,2,"N",19,0,1000000,0,"CLM60219",1000000
"P291116",2,1,"N",26,0,0,1000000,"CLM67116",1000000
"P277878",3,1,"N",16,0,1000000,0,"CLM53878",1000000
"P276840",2,1,"N",9,0,0,1000000,"CLM52840",1000000
"P282643",2,1,"Y",6,0,1000000,0,"CLM58643",1000000
"P279536",1,1,"Y",14,0,1000000,0,"CLM55536",1000000
"P281149",2,1,"Y",26,1000000,0,0,"CLM57149",1000000
"P277739",2,1,"Y",8,0,0,2000000,"CLM53739",2000000
"P285170",2,1,"N",26,0,0,500001,"CLM61170",500001
"P292727",4,2,"N",19,0,200000,0,"CLM68727",200000
"P282233",1,1,"N",8,0,5000000,0,"CLM58233",5000000
"P275610",3,1,"Y",8,0,1000000,0,"CLM51610",1000000
"P293363",2,1,"Y",6,0,0,1000025,"CLM69363",1000025
"P281461",1,1,"Y",8,0,0,1000000,"CLM57461",1000000
"P278795",2,1,"N",22,0,0,1000000,"CLM54795",1000000
"P281597",2,1,"Y",7,0,0,1000000,"CLM57597",1000000
"P288056",2,1,"Y",15,0,0,1000000,"CLM64056",1000000
"P281741",2,1,"Y",26,500000,500000,500000,"CLM57741",500000
"P283040",1,1,"Y",26,0,0,1000000,"CLM59040",1000000
"P293826",2,1,"N",6,1000000,0,0,"CLM69826",1000000
"P275131",2,1,"Y",8,1000000,0,0,"CLM51131",1000000
"P293812",2,1,"Y",14,0,1000000,0,"CLM69812",1000000
"P287580",3,1,"N",6,0,1000000,0,"CLM63580",1000000
"P287081",2,1,"N",13,0,0,1000000,"CLM63081",1000000
"P278557",1,1,"Y",8,0,0,1000000,"CLM54557",1000000
"P289230",2,1,"N",7,0,500016,500016,"CLM65230",500016
"P284073",2,1,"Y",26,0,0,5000000,"CLM60073",5000000
"P281967",2,1,"Y",26,1000000,0,0,"CLM57967",1000000
"P280453",2,1,"Y",15,0,0,1000000,"CLM56453",1000000
"P277722",2,1,"N",7,0,0,500001,"CLM53722",500001
"P280767",2,1,"Y",14,0,0,500000,"CLM56767",500000
"P279827",2,1,"Y",6,0,0,1000000,"CLM55827",1000000
"P285558",1,1,"N",9,0,100000,0,"CLM61558",100000
"P290318",3,1,"Y",26,0,0,1000000,"CLM66318",1000000
"P275537",4,1,"Y",22,0,5000000,5000000,"CLM51537",5000000
"P294112",2,1,"Y",7,0,0,1000006,"CLM70112",1000006
"P279294",1,1,"Y",14,0,0,2000000,"CLM55294",2000000
"P275122",2,1,"Y",6,1000000,1000000,1000000,"CLM51122",1000000
"P286313",3,1,"Y",14,0,500000,0,"CLM62313",500000
"P283795",2,1,"N",14,0,0,1000000,"CLM59795",1000000
"P284872",2,1,"Y",26,0,0,1000000,"CLM60872",1000000
"P281543",2,1,"Y",14,0,0,500000,"CLM57543",500000
